StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
      110,      00,   196208,   2.04,  72.12,   -.53,    .72,  -1.43,   -.36,    284,     17,   -1.7,    -.9,   -.32,   -.91,   -.36,   -.13,   -.13,  58.23,  86.02
      110,      00,   196209,   2.78,  64.18,   -.12,   1.01,   1.08,    .31,    137,     99,    .67,   -.46,   -.23,   -.46,   -.38,    -.2,    .01,   51.3,  77.05
      110,      00,   196210,   2.33,  56.12,    -.1,    .91,    .03,    .22,     61,    248,    .23,    .51,   -.21,   -.07,   -.28,    .06,   -.01,  43.77,  68.45
      110,      00,   196211,   2.05,  43.18,    -.4,    -.4,   -.95,    -.4,      7,    576,   -.28,   -.04,    .22,   -.06,   -.56,    -.2,      0,  32.32,  54.01
      110,      00,   196212,   1.58,   33.4,  -1.15,  -1.15,  -2.36,  -1.15,      2,    898,  -1.42,  -1.11,   -.74,   -.69,   -.73,   -.68,   -.02,  22.71,   44.1
      110,      00,   196301,   1.57,  24.44,  -2.06,  -2.06,   -3.1,  -2.06,      4,   1073,  -1.43,   -1.9,  -1.62,  -1.17,   -.86,    -.9,    .02,  12.97,  35.91
      110,      00,   196302,   1.73,  34.12,  -2.53,  -2.53,  -2.06,  -2.53,      4,    841,   -.88,  -1.76,  -2.38,   -1.1,  -1.01,  -1.23,   -.27,  22.08,  46.18
      110,      00,   196303,   2.47,  43.72,  -2.55,  -2.55,   -.83,  -2.55,     22,    577,   -.01,   -.58,  -1.45,   -1.4,  -1.17,  -1.11,   -.47,  31.33,   56.1
      110,      00,   196304,    2.3,  51.89,  -2.54,  -2.54,   -.76,  -2.54,     43,    342,   -.48,   -.28,   -.71,  -1.98,  -1.41,  -1.06,   -.47,  39.61,  64.15
      110,      00,   196305,   2.36,  61.02,  -2.87,  -2.87,  -1.77,  -2.87,     98,    174,  -1.17,  -1.12,   -.84,  -2.06,  -1.33,  -1.19,   -.64,  48.04,  73.96
      110,      00,   196306,   2.94,  68.67,  -2.55,  -2.55,    .06,  -2.47,    207,     41,   -.06,   -.78,   -.84,  -1.41,  -1.41,  -1.28,   -.65,  55.96,  81.36
      110,      00,   196307,   2.69,   73.6,  -2.48,  -2.48,   -.56,  -2.48,    302,     11,   -.31,   -.22,   -.75,   -.93,  -1.51,  -1.33,   -.78,  60.37,  86.85
      110,      00,   196308,   2.33,  71.98,   -2.6,   -2.6,  -1.14,   -2.6,    264,     22,   -.79,   -.78,   -.57,   -.92,  -1.67,  -1.25,   -.86,  59.02,  84.94
      110,      00,   196309,   2.21,  66.34,  -2.78,  -2.78,  -1.35,  -2.78,    152,     84,   -.62,   -.93,   -.89,  -1.09,  -1.53,  -1.49,  -1.09,   53.4,  79.27
      110,      00,   196310,    .96,  59.36,  -4.07,  -4.07,  -4.73,  -4.07,     74,    178,  -2.25,  -1.84,  -1.92,  -1.67,  -1.63,  -2.12,  -1.37,  45.21,  73.47
      110,      00,   196311,   2.66,  44.04,  -3.77,  -3.77,   -.36,  -3.77,     11,    498,    .72,   -.93,   -.99,  -1.02,  -1.17,  -1.83,  -1.33,  32.77,  55.31
      110,      00,   196312,   1.48,   27.9,  -4.41,  -4.41,  -3.08,  -4.41,      1,   1025,  -1.61,    -.5,  -1.51,  -1.51,  -1.53,  -1.85,   -1.7,  17.49,  38.32
      110,      00,   196401,   2.43,  31.53,  -4.55,  -4.55,  -1.76,  -4.55,      5,    891,    .33,   -.91,   -.25,  -1.34,  -1.39,  -1.43,  -1.55,  20.17,  42.89
      110,      00,   196402,   1.56,  31.77,   -4.6,   -4.6,  -1.58,   -4.6,      3,    818,   -1.3,    -.6,  -1.57,   -1.6,  -1.46,  -1.51,  -1.85,  20.14,  43.39
      110,      00,   196403,   2.83,  38.82,    .54,  -3.59,   1.61,  -2.93,     14,    654,    .72,   -.27,   -.05,  -1.26,  -1.33,  -1.38,  -1.57,  26.78,  50.86
      110,      00,   196404,   3.29,   51.3,   1.25,  -2.45,   2.31,   -.88,     38,    355,   1.62,    1.4,    .68,    .24,   -.89,  -1.03,  -1.25,  39.18,  63.41
      110,      00,   196405,   2.25,  61.43,   -.75,  -2.95,  -2.24,  -2.19,    113,    140,  -1.43,    .19,    .47,   -.64,  -1.05,  -1.06,  -1.35,  48.42,  74.43
      110,      00,   196406,   2.81,     68,   -.74,  -2.72,   -.22,     -2,    209,     46,   -.35,  -1.09,   -.06,   -.13,   -.96,  -1.11,  -1.49,  55.29,  80.69
      110,      00,   196407,   2.61,  74.66,  -1.08,  -2.85,  -1.23,  -2.49,    322,      7,   -.53,   -.52,  -1.07,   -.38,   -.45,  -1.11,  -1.57,  61.41,  87.91
      110,      00,   196408,   2.87,  70.72,   -.72,  -2.31,    .74,  -1.64,    252,     27,    .69,    .05,   -.16,    .16,   -.59,   -.92,  -1.38,  57.79,  83.62
      110,      00,   196409,   2.54,   63.7,   -.49,  -1.91,    .47,  -1.04,    141,     82,    .12,     .5,    .16,    .01,   -.06,    -.8,  -1.46,  50.79,  76.59
      110,      00,   196410,   1.36,  53.78,  -1.09,  -2.37,  -1.96,   -2.1,     40,    314,  -1.48,   -.98,   -.61,  -1.08,   -.61,   -.63,   -1.8,  39.65,  67.93
      110,      00,   196411,   2.38,  42.33,   -1.1,  -2.24,   -.36,  -2.05,     17,    517,    .27,   -.78,   -.58,   -.55,   -.23,   -.76,  -1.69,  31.14,  53.53
      110,      00,   196412,   3.33,  32.04,    .54,  -1.48,   1.61,   -.58,      8,    827,   1.74,   1.25,    .24,    .21,    .12,    .05,  -1.19,  22.37,  41.72
      110,      00,   196501,   2.34,   31.8,    .88,   -.93,   1.19,    .44,      7,    913,    .16,   1.25,   1.08,    .38,   -.21,    .01,   -.88,  21.25,  42.35
      110,      00,   196502,   2.16,  32.52,   1.04,   -.58,    .77,   1.02,      7,    788,    .13,    .18,    1.2,    .27,    .12,    .27,   -.76,   20.8,  44.22
      110,      00,   196503,   2.16,  35.44,   1.03,   1.03,    .27,   1.03,     10,    750,   -.69,   -.38,   -.25,    .04,    .05,   -.02,   -.84,   24.3,   46.6
      110,      00,   196504,   2.52,  51.89,    .88,    .88,   -.12,    .68,     42,    367,    .03,   -.41,   -.26,    .66,    .18,   -.32,   -.78,  40.23,  63.54
      110,      00,   196505,   2.71,   60.8,    .55,    .55,    -.7,   -.26,    123,    131,   -.39,   -.24,   -.54,    .36,   -.07,   -.14,   -.71,   48.2,   73.4
      110,      00,   196506,   3.24,  66.85,   1.03,   1.03,   1.59,   1.03,    173,     55,    .64,    .09,    .07,   -.16,      0,    .04,   -.65,  54.61,  79.07
      110,      00,   196507,   2.73,  72.61,   1.19,   1.19,    .81,   1.19,    278,     13,    -.2,     .3,   -.04,   -.26,     .4,    .07,   -.66,  59.76,  85.42
      110,      00,   196508,    2.8,  71.06,   1.54,   1.54,   1.42,   1.54,    268,     18,    .51,    .14,    .48,    -.2,    .45,    .05,   -.53,  58.33,  83.77
      110,      00,   196509,   3.53,  61.77,   2.77,   2.77,   4.16,   2.77,    149,     89,   2.48,   1.98,   1.53,    .91,    .56,     .5,   -.19,  50.23,  73.31
      110,      00,   196510,   1.45,  54.99,   -.55,   1.94,  -1.64,   1.19,     45,    284,  -1.31,    .34,    .48,    .29,    .02,    .57,   -.05,  41.22,  68.77
      110,      00,   196511,      2,  44.65,   -.83,    1.4,  -1.03,     .2,     20,    512,   -.37,  -1.13,    .06,    .24,   -.13,    .38,   -.23,  33.82,  55.49
      110,      00,   196512,   2.16,  35.85,  -1.06,    .94,   -.93,   -.61,      6,    760,   -.38,   -.48,  -1.05,   -.07,   -.03,   -.16,    .04,  25.97,  45.72
      110,      00,   196601,   2.36,  26.38,  -1.01,    .79,   -.17,   -.75,      4,   1025,     .2,   -.14,    -.3,    .04,    .04,   -.14,    .04,  16.39,  36.37
      110,      00,   196602,   2.34,  31.24,   -.46,   1.14,   1.31,    .11,      5,    803,    .53,    .47,    .14,    .09,    .24,   -.08,    .24,  20.59,   41.9
      110,      00,   196603,   1.61,     43,  -1.51,  -1.51,  -3.27,  -1.51,     11,    596,  -2.12,     -1,   -.69,  -1.26,   -.37,    -.3,   -.11,  30.49,  55.51
      110,      00,   196604,   2.49,  49.96,   -1.2,   -1.2,    .47,   -.87,     29,    388,   -.04,  -1.39,   -.79,   -.73,   -.32,   -.28,   -.32,  37.53,  62.38
      110,      00,   196605,   2.24,  60.19,  -1.67,  -1.67,  -1.79,  -1.67,     85,    197,  -1.46,  -1.01,  -1.81,  -1.12,   -.78,    -.5,   -.36,  46.54,  73.81
      110,      00,   196606,   2.24,  67.93,  -2.07,  -2.07,  -1.72,  -2.07,    192,     37,  -1.52,  -1.82,  -1.49,  -1.47,  -1.61,   -.93,   -.52,   54.7,  81.18
      110,      00,   196607,   2.41,  75.07,  -2.64,  -2.64,  -2.36,  -2.64,    344,      8,  -1.08,  -1.57,  -1.79,  -1.62,  -1.44,  -1.03,    -.6,  61.72,  88.41
      110,      00,   196608,   3.11,  70.86,     -2,     -2,   1.11,  -1.47,    266,     17,   1.28,    .12,   -.81,  -1.51,  -1.19,   -.93,   -.53,  58.12,  83.59
      110,      00,   196609,   2.44,  64.54,  -1.85,  -1.85,   -.15,  -1.33,    130,     89,   -.11,    .73,    .08,  -1.02,  -1.18,  -1.38,   -.59,  51.96,  77.13
      110,      00,   196610,   1.67,  52.83,  -1.96,  -1.96,   -.92,  -1.76,     41,    313,   -.91,   -.72,   -.13,  -1.29,  -1.38,  -1.33,   -.52,  39.33,  66.33
      110,      00,   196611,   2.01,  43.21,  -2.31,  -2.31,  -1.65,  -2.31,     12,    518,   -.35,   -.86,   -.72,   -.97,  -1.47,  -1.32,   -.62,  31.95,  54.48
      110,      00,   196612,   2.54,  32.68,  -2.42,  -2.42,  -1.03,  -2.42,      4,    847,    .31,   -.02,   -.51,   -.38,   -.98,  -1.16,   -.79,  22.77,   42.6
      110,      00,   196701,   2.15,   33.1,  -2.62,  -2.62,  -1.35,  -2.62,      8,    832,    -.2,    .07,   -.13,    -.2,  -1.03,  -1.17,   -.78,   22.3,  43.88
      110,      00,   196702,   1.42,  32.88,  -2.81,  -2.81,  -1.38,  -2.81,      5,    825,  -1.66,  -1.29,   -.75,   -.98,  -1.11,  -1.53,     -1,  20.79,  44.98
      110,      00,   196703,   1.92,  43.63,  -3.35,  -3.35,   -2.5,  -3.35,     24,    607,  -1.28,  -2.23,  -1.87,  -1.42,  -1.06,  -1.42,  -1.05,  31.46,  55.81
      110,      00,   196704,   2.67,  51.01,    .21,   -2.8,    .62,  -2.49,     49,    369,    .36,   -.55,  -1.47,   -.95,   -.78,  -1.43,  -1.01,   39.2,  62.82
      110,      00,   196705,   2.96,  57.63,    .59,  -2.11,   1.21,  -1.27,     75,    239,    .12,    .31,   -.37,   -.77,   -.99,   -1.1,   -.95,  44.76,  70.48
      110,      00,   196706,   3.58,  67.55,   1.35,  -1.07,   2.46,    .75,    199,     40,   1.51,     .9,    .84,   -.47,   -.64,   -.54,   -.88,  55.58,  79.52
      110,      00,   196707,   2.89,  72.52,   1.94,   1.94,   2.18,   1.94,    277,     10,    .25,   1.13,    .81,   -.32,   -.34,   -.35,   -.86,  59.77,  85.26
      110,      00,   196708,   2.51,  71.22,   2.11,   2.11,   1.12,   2.11,    250,     20,   -.28,    -.1,    .77,    .06,   -.31,    -.6,   -.94,  57.78,  84.65
      110,      00,   196709,   2.49,  64.06,   2.07,   2.07,    .54,   2.07,    116,     90,      0,   -.17,   -.01,    .57,   -.41,   -.59,  -1.25,  51.08,  77.02
      110,      00,   196710,   2.34,  53.92,   2.14,   2.14,    .84,   2.14,     42,    285,    .25,    .16,      0,    .52,   -.26,   -.28,  -1.05,  40.77,  67.08
      110,      00,   196711,   1.61,  41.54,   1.57,   1.57,  -1.03,   1.04,     13,    603,  -1.03,   -.54,   -.43,    .01,   -.21,   -.47,  -1.15,  30.45,  52.63
      110,      00,   196712,   3.06,  32.07,   2.04,   2.04,   1.89,   2.04,      9,    814,   1.25,    .11,    .18,    .08,    .46,   -.24,   -.85,  22.37,  41.79
      110,      00,   196801,   2.17,  28.94,   2.28,   2.28,   1.36,   2.28,      5,    988,   -.16,    .73,      0,   -.03,    .36,   -.22,   -.84,  18.57,  39.29
      110,      00,   196802,   1.48,  32.92,   1.64,   1.64,  -1.21,   1.04,      2,    836,  -1.51,  -1.15,   -.03,   -.37,   -.02,   -.22,   -1.1,  22.01,  43.84
      110,      00,   196803,   2.16,  43.56,     .9,     .9,  -1.74,    -.5,      8,    583,   -.69,  -1.59,  -1.39,    -.6,   -.51,    -.1,   -.92,  31.15,  55.96
      110,      00,   196804,   2.46,  50.58,    .86,    .86,    .17,   -.42,     33,    330,   -.11,    -.5,  -1.32,   -.75,   -.58,   -.15,   -.93,  37.96,  63.19
      110,      00,   196805,   3.33,  58.17,   1.45,   1.45,   2.05,    .96,     78,    205,    .84,    .51,    .05,   -.04,   -.29,   -.01,   -.65,   45.7,  70.63
      110,      00,   196806,   3.12,   68.5,   1.58,   1.58,    .84,   1.31,    200,     40,    .35,    .77,    .53,   -.46,   -.24,   -.23,   -.44,  55.69,  81.34
      110,      00,   196807,   2.77,  72.86,    1.8,    1.8,   1.14,    1.8,    300,      8,   -.08,    .18,    .56,    -.4,   -.33,   -.29,   -.36,  59.95,  85.78
      110,      00,   196808,   2.88,  70.59,   2.27,   2.27,   1.96,   2.27,    282,     19,    .71,    .37,    .48,     .2,    .13,   -.13,   -.42,  58.46,  82.72
      110,      00,   196809,   2.31,   63.9,   2.04,   2.04,    .02,   1.98,    138,     69,    -.4,    .14,    .08,    .39,   -.36,   -.21,   -.48,  50.65,  77.14
      110,      00,   196810,   2.07,  54.64,   1.79,   1.79,   -.13,   1.61,     49,    257,   -.21,    -.4,   -.09,     .3,   -.37,   -.31,   -.38,  41.79,   67.5
      110,      00,   196811,   2.82,  41.14,   2.22,   2.22,   1.85,   2.22,      7,    572,    .98,    .53,    .25,     .4,    .28,    .22,   -.14,  31.32,  50.95
      110,      00,   196812,   2.82,  30.04,   2.78,   2.78,   2.35,   2.78,      3,    908,    .82,   1.18,    .79,     .6,    .71,    .11,    .02,  19.92,  40.15
      110,      00,   196901,   3.01,  29.37,   3.72,   3.72,   3.69,   3.72,      6,    946,   1.31,   1.44,   1.59,    1.1,   1.15,    .48,    .27,  19.81,  38.91
      110,      00,   196902,   2.23,  32.81,   3.65,   3.65,    .95,   3.65,      3,    787,    .29,   1.22,   1.44,   1.04,   1.08,    .84,    .47,  23.13,  42.48
      110,      00,   196903,   1.89,  36.03,   3.05,   3.05,   -.68,   2.73,      4,    750,  -1.35,   -.71,    .32,    .78,    .63,    .71,    .44,  24.55,  47.52
      110,      00,   196904,    2.6,  52.63,   2.68,   2.68,   -.16,   2.24,     34,    322,    .21,   -.71,   -.41,    .96,    .71,    .81,    .42,  39.96,  65.28
      110,      00,   196905,   2.66,  61.41,   2.05,   2.05,  -1.08,   1.13,     94,    147,    -.5,    -.2,   -.81,    .36,     .4,    .48,    .31,  48.11,  74.71
      110,      00,   196906,   3.31,  66.83,   2.43,   2.43,   1.77,   2.14,    196,     52,    .81,    .11,    .17,    .26,    .64,    .56,    .24,   54.5,  79.14
      110,      00,   196907,   3.09,   74.1,   2.65,   2.65,   1.41,   2.65,    330,     10,    .82,   1.01,    .38,   -.09,    .87,    .68,    .28,  61.41,  86.77
      110,      00,   196908,   2.31,  73.22,   2.11,   2.11,   -.78,   1.72,    295,     11,   -.85,    -.1,     .4,   -.41,    .41,    .43,    .24,  59.58,  86.88
      110,      00,   196909,    2.3,  65.55,   1.66,   1.66,   -.72,    .91,    148,     68,   -.42,   -.81,   -.27,   -.06,    .07,    .43,    .17,  52.88,  78.22
      110,      00,   196910,    2.7,  51.03,   2.29,   2.29,   2.39,   2.29,     47,    314,    .83,    .37,   -.03,    .22,    -.1,    .75,    .29,  39.96,   62.1
      110,      00,   196911,   1.59,  41.59,   1.68,   1.68,   -1.1,   1.13,      8,    584,  -1.07,   -.14,    -.3,   -.07,   -.47,    .17,    .28,     30,   53.2
      110,      00,   196912,   2.94,  33.46,      2,      2,   1.47,      2,      4,    869,   1.03,   -.05,    .38,     .1,    .15,    .23,    .31,  23.81,  43.11
      110,      00,   197001,   2.09,  27.14,   2.09,   2.09,    .88,   2.09,      2,   1067,   -.32,    .49,   -.21,   -.19,    .04,   -.18,    .29,  17.04,  37.26
      110,      00,   197002,   1.63,  35.35,   1.52,   1.52,  -1.06,    .97,      3,    763,  -1.12,  -1.04,   -.09,    -.3,   -.12,   -.46,    .32,  23.31,  47.37
      110,      00,   197003,   2.68,   38.5,   1.77,   1.77,   1.22,   1.71,     10,    695,    .43,    -.4,   -.58,   -.03,   -.18,   -.11,    .43,  27.72,   49.3
      110,      00,   197004,   2.78,  49.44,   2.08,   2.08,   1.48,   2.08,     37,    363,    .59,    .65,    .04,   -.14,   -.17,    .01,    .51,  37.51,  61.38
      110,      00,   197005,   2.61,  61.07,   -.36,    1.5,  -1.09,    .94,    103,    135,   -.61,   -.02,    .17,    .01,   -.17,   -.03,     .3,  47.73,  74.41
      110,      00,   197006,   2.77,  68.74,   -.45,   1.22,   -.38,    .44,    195,     36,   -.43,   -.67,   -.25,   -.57,   -.21,   -.28,    .21,  55.92,  81.55
      110,      00,   197007,   2.41,  73.96,   -.88,    .63,  -1.41,   -.78,    317,      6,  -1.08,   -.86,   -.95,   -.68,   -.66,   -.57,    .09,  60.71,  87.21
      110,      00,   197008,   2.37,  73.38,  -1.35,  -1.35,  -1.68,  -1.35,    304,     11,   -.68,  -1.18,  -1.05,   -.57,   -.51,   -.55,   -.04,   59.9,  86.86
      110,      00,   197009,   3.06,  64.58,    .54,   -.67,   1.62,    .34,    178,     64,   1.32,    .54,   -.08,   -.26,   -.52,   -.23,    .15,  51.87,  77.27
      110,      00,   197010,   2.88,  52.27,   1.31,   1.31,   2.48,   1.31,     45,    270,   1.12,   1.56,   1.08,    .03,   -.04,   -.14,     .4,  40.46,  64.06
      110,      00,   197011,    2.2,  41.31,   1.31,   1.31,    .41,   1.31,      6,    564,   -.03,    .74,    1.1,     .2,    .19,    .12,    .22,  30.78,  51.82
      110,      00,   197012,   2.22,  33.58,   1.31,   1.31,    .38,   1.31,      9,    812,   -.27,   -.17,    .44,    .24,    .05,    -.2,    .11,  23.07,   44.1
      110,      00,   197101,   2.03,  29.41,   1.27,   1.27,    .31,   1.27,      7,    978,   -.44,   -.48,   -.37,    .34,   -.18,   -.21,   -.14,  18.84,  39.99
      110,      00,   197102,   2.37,  33.48,   1.57,   1.57,   1.29,   1.57,      7,    766,    .59,    .03,   -.14,    .71,    .07,    .09,   -.11,  22.35,   44.6
      110,      00,   197103,   2.08,  39.65,    -.3,   1.11,   -.91,    .56,     10,    692,   -.88,   -.18,   -.47,    .07,   -.02,   -.16,   -.07,  27.73,  51.57
      110,      00,   197104,   1.86,  50.27,   -.76,   -.76,  -1.46,   -.76,     23,    391,  -1.59,  -1.71,   -.99,   -.91,   -.14,   -.53,   -.27,  37.06,  63.48
      110,      00,   197105,   2.92,  58.26,   -.39,   -.39,    .86,   -.39,     71,    209,    .04,   -.93,  -1.15,   -.91,   -.01,   -.41,   -.24,  45.34,  71.19
      110,      00,   197106,   2.53,  69.44,   -.74,   -.74,  -1.17,   -.74,    235,     36,   -.94,   -.58,  -1.14,  -1.12,   -.56,   -.52,   -.46,  56.53,  82.36
      110,      00,   197107,      3,  72.36,    .37,    .37,    1.1,    .37,    285,     12,    .56,   -.36,   -.28,   -.76,    -.8,   -.28,    -.5,  59.22,  85.51
      110,      00,   197108,   2.75,  72.01,    .63,    .63,    .91,    .63,    262,     15,    .38,    .57,   -.17,   -.88,   -.78,   -.12,   -.38,  58.98,  85.05
      110,      00,   197109,   2.83,  64.33,      1,      1,    1.3,      1,    173,     56,    .78,    .78,     .9,   -.34,   -.54,   -.22,   -.26,     52,  76.64
      110,      00,   197110,   2.73,  55.08,   1.39,   1.39,   1.48,   1.39,     69,    205,    .88,   1.07,   1.08,    .51,   -.11,   -.27,   -.26,  43.48,  66.63
      110,      00,   197111,   2.03,  41.61,   1.27,   1.27,    .07,   1.22,     13,    572,   -.32,    .39,    .61,    .33,   -.33,   -.36,   -.12,  31.06,  52.16
      110,      00,   197112,    3.2,  33.98,   2.01,   2.01,   2.62,   2.01,     16,    739,   1.51,    .73,   1.01,   1.21,    .33,    .09,    .03,  24.75,  43.23
      110,      00,   197201,   2.33,  29.93,    2.5,    2.5,   2.07,    2.5,     14,    898,    .14,   1.08,    .65,   1.07,    .73,    .22,    .11,  18.91,  40.95
      110,      00,   197202,    1.8,  33.55,   2.12,   2.12,   -.36,    1.9,      6,    786,   -.71,   -.38,    .67,    .82,    .58,   -.05,    .15,  21.83,  45.25
      110,      00,   197203,   2.13,  44.04,   1.24,   1.24,  -1.97,    .12,     22,    609,   -.76,  -1.04,   -.76,    .37,    .63,   -.02,   -.02,  31.42,  56.66
      110,      00,   197204,   2.26,  50.81,    .95,    .95,   -.49,   -.36,     37,    387,   -.57,   -.87,  -1.17,   -.11,     .4,     .2,   -.16,  38.14,  63.46
      110,      00,   197205,   2.95,  60.53,    .88,    .88,    .08,   -.37,     88,    150,     .1,   -.27,    -.6,   -.03,    .32,     .2,    -.1,  47.59,  73.44
      110,      00,   197206,    3.1,  68.22,   1.06,   1.06,     .8,    .13,    173,     54,    .31,    .22,    -.1,   -.57,    .17,    .44,   -.02,  55.33,  81.07
      110,      00,   197207,   2.93,  72.18,   1.41,   1.41,   1.39,     .9,    295,     10,    .37,     .4,    .29,    -.5,   -.04,    .38,    .11,   59.4,  84.94
      110,      00,   197208,   2.64,  71.67,   1.57,   1.57,     .9,   1.27,    269,     15,    .08,    .22,    .34,   -.31,    .07,    .34,    .19,  58.95,   84.4
      110,      00,   197209,   2.74,  64.44,   1.76,   1.76,   1.06,   1.76,    165,     74,    .57,    .45,    .54,     .2,   -.24,    .31,    .09,  52.23,  76.62
      110,      00,   197210,   2.75,  52.29,   2.35,   2.35,   2.33,   2.35,     44,    341,    .92,    .98,    .88,    .77,    .02,    .34,    .05,  41.14,  63.41
      110,      00,   197211,   3.05,  38.93,   3.34,   3.34,   3.68,   3.34,     10,    633,   1.35,    1.5,   1.46,   1.39,    .63,    .81,    .31,  30.45,  47.41
      110,      00,   197212,   3.02,  29.86,   4.52,   4.52,   4.57,   4.52,      8,    848,   1.18,   1.63,   1.74,   1.65,   1.18,    .74,     .6,  20.34,   39.4
      110,      00,   197301,   2.48,  29.59,   4.86,   4.86,   2.43,   4.86,      6,    911,    .42,   1.05,   1.51,   1.62,   1.43,    .77,    .69,  19.83,  39.34
      110,      00,   197302,   1.96,  33.58,   4.39,   4.39,     .1,   4.38,      3,    781,   -.33,    .09,    .81,   1.54,    1.5,    .85,    .58,  23.13,  44.04
      110,      00,   197303,      4,  44.29,   5.18,   5.18,   3.73,   5.18,     24,    523,    2.7,   1.79,    1.7,   2.26,    2.2,   1.79,   1.05,  34.32,  54.27
      110,      00,   197304,   3.33,  48.83,   5.74,   5.74,   3.28,   5.74,     18,    375,   1.69,   2.57,   2.07,   2.25,   2.41,   2.25,    1.4,  37.42,  60.24
      110,      00,   197305,   3.03,  59.23,   5.42,   5.42,     .8,   5.42,     78,    192,    .26,   1.21,   2.19,   2.11,    2.4,   2.34,   1.47,  46.26,  72.21
      110,      00,   197306,   3.05,  68.95,   5.02,   5.02,    .48,   5.02,    228,     27,    .19,    .26,   1.05,   1.93,   2.49,   2.39,   1.66,  56.07,  81.82
      110,      00,   197307,   2.96,  73.26,   4.94,   4.94,   1.33,   4.94,    313,      8,    .45,    .37,    .36,   1.91,   2.34,   2.45,   1.71,  60.31,  86.18
      110,      00,   197308,   2.06,  72.61,   3.99,   3.99,  -1.35,   3.42,    293,     11,  -1.64,   -.78,   -.43,   1.67,   1.64,    2.1,   1.49,  59.47,  85.71
      110,      00,   197309,   3.46,   64.4,   4.59,   4.59,   3.03,   4.59,    163,     69,    2.3,    .68,    .76,    1.2,   2.01,   2.54,   1.74,  52.45,  76.35
      110,      00,   197310,   2.37,  56.07,   4.19,   4.19,    .24,   4.19,     61,    226,     .3,   1.42,    .61,    .64,    1.9,   2.22,   1.68,   43.3,  68.83
      110,      00,   197311,   3.17,  42.93,   4.57,   4.57,   2.42,   4.57,     22,    515,   1.54,   1.23,   1.88,   1.27,   2.53,   2.39,   2.02,  32.83,  53.02
      110,      00,   197312,   3.09,  33.71,   5.15,   5.15,   3.15,   5.15,      4,    811,   1.31,   1.83,   1.58,   1.63,    1.8,   2.53,   1.87,  23.63,  43.77
      110,      00,   197401,   3.15,  31.01,   5.96,   5.96,   4.02,   5.96,     20,    846,   1.53,   1.91,   2.22,   2.05,    1.8,   2.75,   1.91,  21.31,  40.69
      110,      00,   197402,   1.68,  34.74,   5.07,   5.07,   -.83,    4.7,      6,    757,     -1,    .66,    1.3,   2.16,   1.71,   2.76,   1.88,  22.71,  46.76
      110,      00,   197403,   2.63,  44.38,   4.37,   4.37,   -.53,   3.76,     29,    562,    .32,    -.4,    .69,   1.56,   1.62,   1.84,   2.01,  32.85,  55.92
      110,      00,   197404,   2.55,  51.55,   3.94,   3.94,    .08,   3.32,     30,    327,    .09,    .29,   -.23,   1.46,    1.5,   1.43,   2.05,   38.8,  64.29
      110,      00,   197405,   3.07,  60.37,    3.7,    3.7,    .47,    3.2,    106,    182,    .34,    .29,    .35,   1.02,   1.81,   1.45,   2.21,  47.86,   72.9
      110,      00,   197406,   2.64,  68.49,   3.12,   3.12,   -.59,   2.37,    172,     47,   -.71,   -.24,   -.15,    .27,   1.15,   1.26,   2.14,  54.82,  82.15
      110,      00,   197407,   2.14,  74.08,   2.23,   2.23,  -1.71,    .86,    311,      8,  -1.81,   -1.4,   -.89,   -.79,     .7,    .83,   2.01,  60.67,  87.49
      110,      00,   197408,   3.43,   70.3,   2.93,   2.93,   2.78,   2.46,    260,     17,   2.02,    .22,   -.26,    .01,    .68,   1.54,   2.21,  57.58,  83.03
      110,      00,   197409,   2.72,  62.31,   3.13,   3.13,   1.51,   3.12,    120,    100,    .53,    1.7,    .51,    .15,    .45,   1.17,   2.33,  49.24,  75.36
      110,      00,   197410,   2.01,  53.89,   2.76,   2.76,   -.15,   2.63,     39,    315,   -.31,    .03,    .91,   -.03,   -.22,      1,   2.14,   40.8,  66.96
      110,      00,   197411,   2.18,  42.39,   2.36,   2.36,   -.33,   2.04,     10,    544,   -.07,   -.26,   -.01,   -.19,   -.01,    .53,   1.83,  31.82,  52.95
      110,      00,   197412,   2.42,  33.66,   2.11,   2.11,   -.01,   1.73,      5,    811,    .09,    .03,   -.17,    .08,   -.02,    .22,   1.58,  24.03,   43.3
      110,      00,   197501,   2.61,  32.34,   2.24,   2.24,   1.04,   2.21,     12,    830,    .65,    .49,    .34,    .74,    .16,   -.02,   1.49,  21.81,  42.87
      110,      00,   197502,   2.61,  32.76,   2.69,   2.69,   2.05,   2.69,     11,    746,    1.1,   1.19,      1,    .57,    .33,    .38,   1.65,  22.44,  43.07
      110,      00,   197503,    3.4,   38.7,   3.55,   3.55,    3.4,   3.55,     14,    694,   1.74,   1.84,   1.88,   1.03,   1.03,    .74,   1.49,   27.9,   49.5
      110,      00,   197504,   2.67,  46.85,   3.86,   3.86,   2.02,   3.86,     26,    460,    .36,   1.35,   1.59,   1.25,   1.45,    .83,   1.31,  35.62,  58.08
      110,      00,   197505,   3.28,  60.35,   3.82,   3.82,   1.07,   3.82,    117,    132,    .74,    .72,   1.36,   1.57,   1.17,    .91,   1.41,  47.79,  72.93
